 VARIABLES = "X",  "Y"
 ZONE N=        6860 , E=       13414 , F=FEPOINT, ET=QUADRILATERAL
       -2.0000000000       -1.2198795181
       -1.9717882487       -1.2078820732
       -2.0000000000       -1.1897590361
       -1.9503936878       -1.2277338240
       -1.9801720139       -1.1784564658
       -1.9399860240       -1.2021247888
       -2.0000000000       -1.1596385542
       -1.9559619809       -1.1779753224
       -1.9240907441       -1.2260582087
       -1.9734529873       -1.1531403856
       -1.9109954070       -1.2006579475
       -1.9272104821       -1.1760318842
       -2.0000000000       -1.1295180723
       -1.9442544835       -1.1511398628
       -1.8955108422       -1.2253807203
       -1.9623711808       -1.1261460426
       -1.8815896127       -1.2001062763
       -1.8976767288       -1.1751703591
       -1.9143541853       -1.1502132455
       -1.9782502232       -1.0997408278
       -1.9314546394       -1.1251783587
       -1.8660480366       -1.2250723733
       -1.9474674836       -1.0999246329
       -2.0000000000       -1.0993975904
       -1.8518318924       -1.1998166376
       -1.8677029661       -1.1747560440
       -1.8839885531       -1.1497123835
       -1.9005431073       -1.1246849410
       -1.9629548345       -1.0738785622
       -2.0000000000       -1.0692771084
       -1.9167885004       -1.0996810771
       -1.8363000235       -1.2248845849
       -1.9321966145       -1.0745956236
       -1.8219382928       -1.1995921106
       -1.8375969675       -1.1744508521
       -1.8535121448       -1.1493292733
       -1.8696390838       -1.1242413376
       -1.8857192897       -1.0992059951
       -1.9457088623       -1.0494142185
       -1.9746424875       -1.0477380583
       -1.9013478365       -1.0742006058
       -1.8064622917       -1.2247355499
       -1.9161293247       -1.0491158461
       -2.0000000000       -1.0391566265
       -1.7921379718       -1.1994693839
       -1.8076835919       -1.1742728523
       -1.8233581996       -1.1490968836
       -1.8391729784       -1.1239554299
       -1.8550372571       -1.0988590933
       -1.8707562140       -1.0738017854
       -1.9582749327       -1.0242649519
       -1.9303766671       -1.0237922297
       -1.9819588249       -1.0241432543
       -1.8861396541       -1.0487218563
       -1.7766582212       -1.2246676090
       -1.9012915343       -1.0235060314
       -2.0000000000       -1.0090361446
       -1.7622701964       -1.1993433286
       -1.7777618245       -1.1740863878
       -1.7932995374       -1.1488501218
       -1.8089016401       -1.1236505707
       -1.8245530859       -1.0984928110
       -1.8401885787       -1.0733718293
       -1.8557310910       -1.0482606918
       -1.9753260757       -1.0002756905
       -1.9459076699       -0.9984150350
       -1.9168744388       -0.9981751239
       -1.8712105418       -1.0231055888
       -1.7468119222       -1.2245899869
       -1.8868644512       -0.9978937222
       -2.0000000000       -0.9789156627
       -1.7324342028       -1.1992453118
       -1.7479086401       -1.1739461390
       -1.7633908861       -1.1486519753
       -1.7788843860       -1.1233946057
       -1.7943938598       -1.0981822054
       -1.8099095178       -1.0730086951
       -1.8254136610       -1.0478597668
       -1.8409235782       -1.0227131174
       -1.9638968717       -0.9742138504
       -1.9333543991       -0.9732281674
       -1.9029172490       -0.9727855555
       -1.8565370762       -0.9975570349
       -1.7169777471       -1.2245045677
       -1.8723761733       -0.9724341296
       -1.9792043842       -0.9489780779
       -1.7026213304       -1.1991641750
       -1.7180987037       -1.1738377534
       -1.7335671529       -1.1484947647
       -1.7490198601       -1.1231825496
       -1.7644598947       -1.0979191648
       -1.7798923451       -1.0727000631
       -1.7953212734       -1.0475131294
       -1.8107625240       -1.0223468399
       -1.8262643046       -0.9971953133
       -1.9492647290       -0.9485658848
       -1.9190319590       -0.9478899016
       -1.8883995756       -0.9474027211
       -2.0000000000       -0.9487951807
       -1.8418990820       -0.9720683328
       -1.6871534452       -1.2244164228
       -1.8577016615       -0.9469853674
       -1.9645144522       -0.9235237180
       -2.0000000000       -0.9186746988
       -1.6728277480       -1.1990887990
       -1.6883181125       -1.1737457291
       -1.7037899259       -1.1483621246
       -1.7192325180       -1.1229999294
       -1.7346463262       -1.0976886824
       -1.7500380732       -1.0724277836
       -1.7654162040       -1.0472045857
       -1.7807929581       -1.0220086455
       -1.7961930130       -0.9968363377
       -1.8116570405       -0.9716907709
       -1.9347393649       -0.9229746730
       -1.9043926707       -0.9224123326
       -1.8736203537       -0.9219404353
       -1.8272259701       -0.9465778886
       -1.6573389624       -1.2243257070
       -1.8429135507       -0.9214971361
       -1.9497230397       -0.8977210544
       -1.9760719487       -0.9000531577
       -1.6585650257       -1.1736577883
       -1.6430537868       -1.1990123529
       -1.6740479252       -1.1482387562
       -1.6894912349       -1.1228307202
       -1.7048954338       -1.0974747825
       -1.7202683389       -1.0721751753
       -1.7356195495       -1.0469185186
       -1.7509585411       -1.0216921928
       -1.7662975134       -0.9964915538
       -1.7816555705       -0.9713184443
       -1.7970581395       -0.9461763378
       -1.9202334399       -0.8973360743
       -1.8895591584       -0.8969064415
       -1.8586911627       -0.8964434734
       -2.0000000000       -0.8885542169
       -1.8125288731       -0.9210654679
       -1.6275349248       -1.2242312557
       -1.8280768053       -0.8959830768
       -1.9364501774       -0.8725202900
       -1.9685783849       -0.8730353598
       -1.6443424140       -1.1481150150
       -1.6288408314       -1.1735673244
       -1.6132996058       -1.1989318814
       -1.6597925777       -1.1226634549
       -1.6751927894       -1.0972652661
       -1.6905531658       -1.0719297102
       -1.7058858401       -1.0466427728
       -1.7212009802       -1.0213889003
       -1.7365066221       -0.9961609473
       -1.7518108959       -0.9709595340
       -1.7671243104       -0.9457880882
       -1.7824600845       -0.9206482136
       -1.9054434760       -0.8719783125
       -1.8744796608       -0.8714410367
       -1.8436798715       -0.8709320240
       -2.0000000000       -0.8584337349
       -1.7978311400       -0.8955380553
       -1.5977409476       -1.2241326227
       -1.8132424271       -0.8704542719
       -1.9206458880       -0.8471570077
       -1.9500412798       -0.8478106861
       -1.9762659905       -0.8462446570
       -1.6146744187       -1.1479869760
       -1.6301397054       -1.1224925915
       -1.5991443893       -1.1734723224
       -1.5835631289       -1.1988470246
       -1.6455418278       -1.0970534718
       -1.6608929130       -1.0716840032
       -1.6762082334       -1.0463695550
       -1.6915009830       -1.0210915275
       -1.7067805154       -0.9958398852
       -1.7220528239       -0.9706135301
       -1.7373218969       -0.9454155275
       -1.7525913351       -0.9202484664
       -1.7678657238       -0.8951119459
       -1.8900655925       -0.8464965104
       -1.8592604188       -0.8459127055
       -1.8286790630       -0.8453921334
       -2.0000000000       -0.8283132530
       -1.7831505404       -0.8700022226
       -1.5679554772       -1.2240301741
       -1.7984494377       -0.8449128599
       -1.9053594196       -0.8215130399
       -1.9354898559       -0.8220763209
       -1.9650588446       -0.8225656226
       -1.6005311012       -1.1223168783
       -1.5850401098       -1.1478543202
       -1.6159444488       -1.0968372185
       -1.5694711320       -1.1733732385
       -1.5538405230       -1.1987586248
       -1.6312929994       -1.0714350052
       -1.6465942902       -1.0460949818
       -1.6618646299       -1.0207954774
       -1.6771166122       -0.9955235670
       -1.6923587299       -0.9702763070
       -1.7075955866       -0.9450559090
       -1.7228284051       -0.9198650430
       -1.7380563084       -0.8947042298
       -1.7532784620       -0.8695708902
       -1.8747308988       -0.8209050721
       -1.8441070724       -0.8203459737
       -1.8137608197       -0.8198378615
       -1.9798860776       -0.7976626291
       -1.7684962600       -0.8444593589
       -1.5381763999       -1.2239246153
       -1.7837142163       -0.8193627445
       -1.8900419041       -0.7959473998
       -1.9204729290       -0.7966098814
       -1.9503040979       -0.7971826146
       -2.0000000000       -0.7981927711
       -1.5863948890       -1.0966167770
       -1.5709592884       -1.1221371306
       -1.5554319838       -1.1477182064
       -1.6017511260       -1.0711822908
       -1.5398148202       -1.1732713270
       -1.5241275547       -1.1986677603
       -1.6170464797       -1.0458177965
       -1.6322992314       -1.0204985159
       -1.6475247124       -0.9952087024
       -1.6627347525       -0.9699436915
       -1.6779374824       -0.9447047499
       -1.6931368931       -0.9194940467
       -1.7083327786       -0.8943121242
       -1.7235219628       -0.8691571412
       -1.7387010541       -0.8440247529
       -1.8594802235       -0.7953353236
       -1.8290720659       -0.7947844112
       -1.7989367317       -0.7942795988
       -1.9653489736       -0.7725505108
       -2.0000000000       -0.7680722892
       -1.7538698032       -0.8189087274
       -1.5084016977       -1.2238166237
       -1.7690325585       -0.7938038806
       -1.8747322921       -0.7704192372
       -1.9051352101       -0.7711283429
       -1.9355139630       -0.7719650320
       -1.5722569313       -1.0709265371
       -1.5568820988       -1.0963932556
       -1.5414140931       -1.1219546861
       -1.5258417606       -1.1475799901
       -1.5875570648       -1.0455380654
       -1.5101695282       -1.1731677700
       -1.4944206487       -1.1985753041
       -1.6028015906       -1.0201999105
       -1.6180073340       -0.9948935456
       -1.6331884416       -0.9696127700
       -1.6483563408       -0.9443580906
       -1.6635190879       -0.9191310813
       -1.6786804530       -0.8939317530
       -1.6938397383       -0.8687581616
       -1.7089931592       -0.8436066516
       -1.7241368182       -0.8184720965
       -1.8443473958       -0.7697865453
       -1.8141576764       -0.7692238367
       -1.7841944503       -0.7687119552
       -1.9501376390       -0.7477297366
       -1.9778816121       -0.7489887780
       -1.7392700128       -0.7933488468
       -1.4786298262       -1.2237067056
       -1.7543963765       -0.7682334518
       -1.8897710068       -0.7456530263
       -1.8595181789       -0.7448942498
       -1.9198368264       -0.7464617164
       -2.0000000000       -0.7379518072
       -1.5581120323       -1.0452563165
       -1.5427968197       -1.0706686384
       -1.5273941691       -1.0961677606
       -1.5118859962       -1.1217706984
       -1.4962625165       -1.1474407189
       -1.5733590649       -1.0198996708
       -1.4805307566       -1.1730633999
       -1.4647173252       -1.1984818296
       -1.5885552935       -0.9945774016
       -1.6037159528       -0.9692819195
       -1.6188544359       -0.9440132324
       -1.6339818937       -0.9187725187
       -1.6491061728       -0.8935591619
       -1.6642308669       -0.8683705936
       -1.6793553596       -0.8432030389
       -1.6944763590       -0.8180519840
       -1.7095906706       -0.7929124239
       -1.8293472313       -0.7442263869
       -1.7993523274       -0.7436463753
       -1.7695209415       -0.7431284817
       -1.9344154273       -0.7215119084
       -1.9710711816       -0.7212027233
       -1.7246979512       -0.7677797363
       -1.4488598113       -1.2235951944
       -1.7398016572       -0.7426516968
       -1.9045466558       -0.7209889015
       -1.8744923391       -0.7201329731
       -1.8444520284       -0.7193186863
       -2.0000000000       -0.7078313253
       -1.5286966955       -1.0449731264
       -1.5439555939       -1.0195980928
       -1.5133583669       -1.0704093493
       -1.4979213257       -1.0959411180
       -1.4823678693       -1.1215859560
       -1.4666894917       -1.1473010547
       -1.5591526024       -0.9942601587
       -1.4508956814       -1.1729587064
       -1.4350161983       -1.1983876621
       -1.5743033170       -0.9689504376
       -1.5894219732       -0.9436686596
       -1.6045213993       -0.9184158870
       -1.6196121777       -0.8931910504
       -1.6347015658       -0.8679908397
       -1.6497928826       -0.8428108665
