TITLE = "Visualization of the volumetric solution"
VARIABLES = "x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
ZONE NODES= 2400, ELEMENTS= 2291, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
0.000000e+00	1.250000e+00	-1.173720e-17	2.178385e-20	-8.437116e-20	8.064120e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.218354e+00	-9.572865e-18	1.717683e-20	2.042212e-20	6.824768e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.218354e+00	-2.131992e-17	1.733630e-19	2.493637e-20	9.821981e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.250000e+00	-2.595063e-17	1.971902e-19	-5.551268e-20	1.211213e-22	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.186709e+00	-1.016834e-17	1.615471e-20	1.097368e-19	6.703422e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.186709e+00	-2.019410e-17	1.514145e-19	8.833637e-20	9.265256e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.155063e+00	-1.120046e-17	1.256891e-20	1.768583e-19	6.355522e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.155063e+00	-1.845771e-17	1.049243e-19	1.361270e-19	8.256497e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.123418e+00	-1.227886e-17	7.732736e-21	2.134338e-19	5.757062e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.123418e+00	-1.645960e-17	4.808808e-20	1.625891e-19	6.965947e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.091772e+00	-1.324950e-17	2.512551e-21	2.183799e-19	5.043098e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.091772e+00	-1.447269e-17	-7.474644e-21	1.669152e-19	5.568066e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.060127e+00	-1.408558e-17	-2.481146e-21	1.963578e-19	4.357650e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.060127e+00	-1.268973e-17	-5.360386e-20	1.519150e-19	4.227030e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	1.028481e+00	-1.478450e-17	-6.805719e-21	1.549229e-19	3.811264e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	1.028481e+00	-1.119585e-17	-8.620378e-20	1.224170e-19	3.059321e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	9.968354e-01	-1.533156e-17	-1.018500e-20	1.023862e-19	3.463720e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	9.968354e-01	-9.999119e-18	-1.042341e-19	8.396094e-20	2.136327e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	9.651899e-01	-1.570500e-17	-1.243237e-20	4.646374e-20	3.330317e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	9.651899e-01	-9.067602e-18	-1.086036e-19	4.194914e-20	1.486719e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	9.335443e-01	-1.588610e-17	-1.347846e-20	-6.345045e-21	3.392969e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	9.335443e-01	-8.356890e-18	-1.013343e-19	1.187295e-21	1.106079e-23	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	9.018987e-01	-1.586843e-17	-1.336003e-20	-5.104900e-20	3.612282e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	9.018987e-01	-7.823872e-18	-8.508236e-20	-3.441285e-20	9.663282e-24	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	8.702532e-01	-1.566266e-17	-1.222849e-20	-8.428698e-20	3.937149e-23	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	8.702532e-01	-7.430333e-18	-6.289473e-20	-6.201748e-20	1.023699e-23	0.000000e+00	0.000000e+00	0.000000e+00	
