 VARIABLES = "X",  "Y"
 ZONE N=        8025 , E=       15680 , F=FEPOINT, ET=QUADRILATERAL
       -2.0000000000       -1.2221882611
       -1.9638240916       -1.2268163638
       -1.9775269272       -1.2054512276
       -1.9337834224       -1.2276258355
       -1.9498837170       -1.2040507509
       -2.0000000000       -1.1916401086
       -1.9701235113       -1.1796437552
       -1.9071061029       -1.2278853723
       -1.9210483182       -1.2051226696
       -1.9342055536       -1.1788161772
       -2.0000000000       -1.1565955311
       -1.9522340526       -1.1491297902
       -1.8819553785       -1.2280195444
       -1.8945698918       -1.2053530231
       -1.9065213137       -1.1839471845
       -1.9034945499       -1.1525035325
       -1.9701428919       -1.1136685446
       -1.9215432137       -1.1137706103
       -2.0000000000       -1.1155752023
       -1.8579246995       -1.2284888949
       -1.8694415443       -1.2054073687
       -1.8821888789       -1.1797966802
       -1.8735648079       -1.1164313330
       -1.9431184802       -1.0735029770
       -2.0000000000       -1.0690629796
       -1.8649901114       -1.1548101704
       -1.8953933237       -1.0776413926
       -1.8345371347       -1.2291544059
       -1.8455784128       -1.2075502738
       -1.8543150760       -1.1825663225
       -1.8412524299       -1.1337066571
       -1.8569389822       -1.0791552343
       -1.9094751812       -1.0344448292
       -1.9566813158       -1.0308817120
       -1.8311116389       -1.1633396683
       -1.8266390580       -1.1009772216
       -1.8663479415       -1.0426799148
       -2.0000000000       -1.0200632694
       -1.8116210375       -1.2295116079
       -1.8228786671       -1.2088385686
       -1.8335371160       -1.1893627973
       -1.8085192210       -1.1348449605
       -1.8226089259       -1.0537851012
       -1.8744412960       -0.9966903181
       -1.9250164383       -0.9917981947
       -1.9656679612       -0.9910229992
       -1.8123491522       -1.1867873697
       -1.7860301567       -1.1087324231
       -1.7979895791       -1.1628229437
       -1.7959954534       -1.0779045275
       -1.8375775430       -1.0193577389
       -2.0000000000       -0.9685762319
       -1.7888491053       -1.2296212547
       -1.8002374071       -1.2087400505
       -1.7730454717       -1.1416117627
       -1.7805242946       -1.0469063186
       -1.8007100519       -1.0151295228
       -1.8260207889       -0.9835191539
